category,song,lyrics,label
Mr.Children,addiction,週末を跨いだ長い連休を前に街は少し浮き足だって行楽地を目指して渋滞が始まった排気ガスを撒き散らしてwindow に映り込んだ男は今無表情を決め込んで自分を圧し殺してるどんなに言い聞かせても変われぬものがあるよ欲しくてたまらないよmore more more！ほら　誰かが今日もそれを持て余してるよ上級者は誰にも感づかれぬように上手いことやってるらしいあちら側の自分とここで生きる自分を冷静にコントロールしてそろそろwoofer に身悶えてその衝動が今君の理性をぶち壊してく今日は我慢出来てもまた手を出してしまうだろう時々恐くなるよmore more more！さぁ　内なる声にほら　耳を澄ましてごらん今日は我慢出来てもまた手を出してしまうだろう決して満足なんか出来ないよmore more more！首を横に振ってみてもきっと拒めはしないだろう欲しくて堪らないよmore more more！どんなに言い聞かせても今日は大人しく出来てもまたすぐ欲しくなるよmore more more！,0
Mr.Children,Another Story,最終のバスにはまだ間に合うかなぁ遠くの街まで君を迎えに行くいつも笑ってた　無理してたんだな　それも分かってた自分のことばかりいつも主張して　君の言葉なら上の空で聞いてギターを弾いてた　ぼんやりといつも　ギターを弾いてたごめんねって言葉　君は聞き飽きてるんじゃないかなぁ?どんな風に言えば　優しい君は戻ってくるかなぁ?よく出かけた公園をバスは今通過中いつかの君が横切る記念日を携帯が知らせてくれてそんなときばかりうまく立ち回って誇張して言えば　そんな感じだろう　君にしてみれば抱き合いながら　僕らは孤独とキスをして分かったような台詞　ささやきながら眠りに落ちて朝が来て日常が　僕らを叩き起こし逃げるようにベットから這い出る最終のバスは君にたどり着いて恐る恐る僕は君の名を呼んだ君は笑ってた　無理はしないでよ　だけど笑ってた夢とか理想とかおもちゃみたいにまだ思ってるかなぁ?分かり合うなんてそう簡単じゃないのは分かってるごめんねって言葉　君は聞き飽きてるんだろうけど誤解がしょうじないように　簡潔に伝えられぬもんかなぁ君と生きる毎日が　なんだかんだ言って嬉しいそう君の笑顔と共にそう君の笑顔と共に,0
Mr.Children,Another Mind,何故に卑屈な微笑浮ぶ　この街角行き交う人の波が奏でてる不協和音(discord)自分を打ち砕くリアルなものは偽りだと目を伏せてた　個独な Teenage幼き日々のように無邪気なふりをしては愛すべき人達(ひと)の　支えの中に溺れてゆく傷つけずにいられない程誰かが定めた自分を演じてる　Another Mind流されるのも慣らされて　たどり着けばいつも　Oh No何もかも投げ出せば　It's just darkside of my heart肩の荷もおりそうさ　It's just darkside of my heartわずかなプライドを守る為に誰もが必死で暮してる砂に書いたような“理想”の文字は時代(とき)の波にさらわれてく不思議なこの街誰も愛さずにいれるものなら罪な恋に惹かれてゆく　この心を消してくれ誰かが定めた自分を演じてる　Another Mind身動きもできない程に　抱えたプレッシャーはシュール流されるのも慣らされて　たどり着けばいつも　Oh No振り向けば夕闇が包む　この街角,0
Mr.Children,雨のち晴れ,単調な生活を繰り返すだけそんな毎日もいいさ親友との約束もキャンセルして部屋でナイターを見ようあの娘が出て行ったのは　もう3ヵ月前淡い想い出だけを　ほのかに残して涙もない　言葉もでない　あっけない結末あれほど燃え上がってた二人が嘘みたい最近じゃ　グラマーな娘に滅法弱い男ってこんなもんさ新人のマリちゃんに言い寄ってもまるで手応えが無い不景気のあおり受けて　社内のムードは緊迫しているから　僕一人が浮いてる上司に愚痴言われるうちが「花」だって言うからいっそ可憐に咲き誇ろうかと思うよもうちょっと　もうちょっと頑張ってみるからねえもっと　ねえもっといい事があるかな今日は雨降りでも　いつの日にか「お前って暗い奴」そう言われてる幼少の頃からさ1DK狛江のアパートには2羽のインコを飼うたまに実家に帰れば　真面目な顔して出来損ないの僕に母親は繰り返す「生きているうち孫を抱きたい」それもわかる気がするなるべくいい娘探したいって思っちゃいるけどもうちょっと　もうちょっと僕を信じてみてこうなっちゃ　こうなっちゃ後戻りできないイメージはいつでも　雨のち晴れ優秀な人材と勘違いされあの日の僕はただ過酷なしがらみを　掻き分けては頭を下げていた若さで乗り切れるのも　今年ぐらいだねこの先どうなるのかなんて　誰もわからないその日暮し　楽しく生きりゃいいのかもしれないねそんな事思いながらも　また日が暮れるもういいや　もういいや疲れ果てちまったそう言って　そう言ってここまで来たじゃないか今日は雨降りでも　いつの日にかもうちょっと　もうちょっと頑張ってみるからねえもっと　ねえもっといい事があるかなイメージはいつでも雨のち晴れ　いつの日にか　虹を渡ろう,0
Mr.Children,ALIVE,この感情は何だろう　無性に腹立つんだよ自分を押し殺したはずなのに馬鹿げた仕事を終え　環状線で家路を辿る車の中で全部おりたい　寝転んでたいそうぼやきながら　今日が行き過ぎる手を汚さず奪うんだよ　傷つけずに殴んだよそれがうまく生きる秘訣で人類は醜くても　人生は儚くても愛し合える時を待つのかい無駄なんじゃない　大人気ない知っちゃいながら　さぁ　行こう夢はなくとも　希望はなくとも目の前の遥かな道をやがて何処かで　光は射すだろうその日まで魂は燃え誓いは破るもの　法とは犯すものそれすらひとつの真実で迷いや悩みなど　一生消えぬものと思えたならボクらはスーパーマン怖いものなんてない　胸を張ってたいそして君と　さぁ　行こう意味はなくとも　歩は遅くとも残されたわずかな時をやがて荒野に　花は咲くだろうあらゆる国境線を越えてさぁ　行こう報いはなくとも　救いはなくとも荒れ果てた険しい道をいつかポッカリ　答えが出るかもその日まで魂は燃え夢はなくとも　希望はなくとも目の前の遥かな道をやがて荒野に　花は咲くだろうあらゆる国境線を越え,0
Mr.Children,ありふれた Love Story ?男女問題はいつも面倒だ?,変わらぬ愛と信じきっていた二人移りゆく季節を歩いてきた若気の到りなんて他人は云うありふれた者同志の Love Story彼は重い鞄を引きずって街中を駆け回ってるビジネスマン追われるように過ぎ去っていく暮らし夢見たもんと遠く離れていた　苛立っていた　戸惑っていた映画にある様な出会いなど滅多にはないから知人の伝手なんか頼っては恋を探してた彼女は生まれた町から都会へ出たばかり猜疑心と好奇心両手に抱え悪戦苦闘くり返してる毎日で……そして恋は生まれた　運命の糸が操っている様にも思えた愛は尽きる事ない　想いは揺るがないそう信じてたやがて二人は暮らし始めた若さのわりに優雅なマンションで互いのプライバシーを尊重して上手くバランス取ってるはずだったでも人生とはいつも困難でいつしか二人嫌なムード　啀み合うばかり冷めてく想いを分かってるくせに気付かぬ振りでやり過ごしている大人を気取れど自我を捨てれない辻褄合わせるように抱き合って眠る「愛は消えたりしない　愛に勝るもんはない」なんて流行歌の戦略か?そんじゃ何信じりゃいい? 「明日へ向かえ」なんていい気なもんだ混乱した愛情故に友情に戻れない　男女問題はいつも面倒だそして恋は途切れた一切合切飲み込んで未来へと進め,0
Mr.Children,アンダーシャツ,練りに練られたカリキュラムにそって 若年寄はトレンド志向の強い Dreamあなたも私も何かが足りない心の隙間を金で満たし Cheersデザイナーズブランド　インポートワイン“高価い物がいいもん”の理論叩き込まれて　僕等は不敵何処かの国では宗教がらみの正義をめぐってしかけるプラスティックボムご飯は残して外国から仕入れて平和でいいな戦争の無い国フリースタイル ジャズ　モータウンサウンドウエストコースト　カントリーにテクノジャンルは　ともかく　音を鳴らせ泣いて　笑って　叫んで　溢れ出すエゴ抱いて　触って　歌って　魂よ癒えよ心はいつでも　真っ白なアンダーシャツ金縛りにあい涙をためても　隣の女の態度は他人行儀テレビをつければバブルがはじけて私腹を肥やして捕まる参議院議員スリーオンスリー　ロッククライミングフットサル　フリスビーにゴルフなりふりかまわず　汗を流せ飛んで　走って　転んで　体脂肪よ燃えよ吸って　吐いて　吐いて　魂よ癒えよ朝から晩まで　真っ白なアンダーシャツ何から何まで意味なく思えて紳士な振りして静かに飲む GINいつかは誰もがやがては誰もが死にゆく自分を愛せるだろう泣いて　笑って　叫んで　きりがないエゴ抱いて　触って　歌って　魂よ癒えよ食って　飲んで　眠って　起きて生まれて　生きて　死んで　魂よ癒えよ心はいつでも　真っ白なアンダーシャツ冬でも夏でも　真っ白なアンダーシャツ,0
Mr.Children,and I close to you,Baby Baby Baby I wanna kiss youLady Lady Lady and I wait for you思ってたような奴じゃなかったようだねまだ君を傷つけるつもりなら許さないBaby Baby Baby　もう忘れなよ悲しみの中では何にも生まれない同じ事を繰り返してるのなら何もかも委ねてよ　この僕に気付かぬふりが上手(うま)いからあいつの裏切りも　僕の想いも　揉み消すつもりなの？何にも言えずに別れた夏を　悔やんでても虚しいBaby Baby Baby I wanna kiss youLady Lady Lady and I close to you泣き疲れて眠っている君にくちづけたあの夜が愛しくて目を腫らす君を見る度この胸がちぎれそうだよ何故そんなに　あいつじゃなきゃダメなの？もう一度抱きしめたなら離せなくなる程に　I love youYou must be break down電話のベルがIt's just a mad love鳴る度　心のどこかでI want to be your manかすれた君のその声がクールなふりした僕を狂わせるBaby Baby Baby　もう忘れなよ悲しみの中では何にも生まれないBaby Baby Baby Iwanna kiss youLady Lady Lady and I close to you,0
Mr.Children,and I love you,飛べるよ　君にも羽を広げてごらんよ一緒に行こう　さぁ準備をほら　早くしておいでよはぐれずに付いて来れるかい?僕に君には従順を　僕には優しさを互いに演じさせて　疲れてしまうけどそれでも意味はあるかい　どう思う?今も欲しがってくれるかい?僕を傷つけ合う為じゃなく僕らは出会ったって言い切れるかなぁ?今　分かる答えはひとつ　ただひとつI love youand I love youand I love you未熟な情熱を　何の保証もない明日を信じて　疑って　足がすくんでもまだ助走を続けるさ　今日も一緒に超えてくれるかい　昨日をもう一人きりじゃ飛べない君が僕を軽くしてるから今ならきっと照れないで歌える　歌える　歌えるI love youand I love youand I love youどうしようもなく急に一人になりたい時があり屋上で月を眺めてた君に想いが強く向くほど　臆病になるのが分かって素直には認められなくてでも　君が僕につき通してた　嘘をあきらめた日それが来るのを感じたんだ未来がまた一つ　ほらまた一つ僕らに近づいてるI love youand I love youand I love you,0
Mr.Children,あんまり覚えてないや,朝　目を覚ますと焦茶色のフローリングに君の抜け殻が落ちていてなのに覚えてないんだ　昨日の夜の出来事あぁ　なんてもったいないあんなに欲しがっていた　君を丸ごとこの手は抱きしめてたはずなのにあんまり覚えてないや　あんまり覚えてないやあんまり覚えてないや　あんまり夕べギターを弾いてウトウトしかけた瞬間に奇跡のメロディーが降ってきてなのに覚えてないんだ　昨日の夜の魔法をあぁ　なんてもったいない世界中を幸せにするようなメロディー確かに口ずさんでたはずなのにあんまり覚えてないや　あんまり覚えてないやあんまり覚えてないや　あんまりじいちゃんになったお父さんばあちゃんになったお母さん歩くスピードはトボトボとだけど覚えてるんだ　若かった日の二人をあぁ　きっと忘れないキャッチボールをしたり　海で泳いだりアルバムにだって貼り付けてあるんだものちゃんと覚えてるんだ　ちゃんと覚えてるんだちゃんと覚えてるんだ　こんなにドライブに出かけたり　お小遣いをくれたりたまに口喧嘩したり　すぐに仲直りしたりちゃんと覚えてるんだ　ちゃんと覚えてるんだちゃんと覚えてるんだ　こんなに世界中を幸せに出来はしなくたってこのメロディーをもう一度繰り返すラララ…,0
Mr.Children,生きろ,固く握った震える掌交わした約束が脈打ち続けてる行く先々で触れ合う温もり優しさが苦しくて幻だと言い聞かせ跳ね返した眩い軌道を描き流星が夜を駆ける自分は小さな点(いのち)の一つでしかないその当たり前を突きつけてくるんだそれなら追いかけろ　問いかけろいっそ裸足のままで血をたぎらせながらつまらぬ水掛け論　鍵掛けろ減らず口を塞いだら思いきり笑える　その日が来るまで瞼腫らして泣き明かした夜は薪をくべた炎の中で揺れている鼻を突く嫌な匂いと人恋しくなる光とを同時に空へと放ちながら蒼い煙は風に乗り消えた次第に燃え盛る　湧き上がる想いは今も変わらねえ夢に跨ったままそこからまたひとつ　強くなる失くしたものの分まで刻まれた傷を道標にして行こう追いかけろ　問いかけろいっそ裸足のままで血をたぎらせながらここからまたひとつ　強くなる失くしたものの分まで思いきり笑えるその日が来るまで生きろ生きろ,0
Mr.Children,忙しい僕ら,泣いて　泣き止んでまた泣いて　笑って忙しい僕らは日々をまた刻んでく決めて　でも迷ってうやむやにして　また明日だらしない僕だが尚も希望は捨てない高く舞い上がったボールも必ず地上に落ちるようにそれが良いことであってもまた　その逆でも同じ場所に　とどまってはいられないからあんなに魅力的に見えたのに今は　もうどうだってよくなってるそれが悪いことであってもまた　その逆でも次の場所に　進まずには生きれない泣いて　泣き止んでまた泣いて　笑って忙しい僕らは日々をまた刻んでく忙しい僕らは今日も　また,0
Mr.Children,It's a wonderful world,Oh Baby　通り雨が上がるまでカプチーノでも頼んで待とうか?この醜くも美しい世界で無駄なものなど　きっと何一つとしてないさ突然　訪れる鈍い悲しみであっても忘れないで君のことを僕は必要としていて同じようにそれ以上に想ってる人もいるあなどらないで僕らにはまだやれることがある手遅れじゃない　まだ間に合うさこの世界は今日も美しい　そうだ美しいOh Baby　通り雨が上がったら鼻歌でも歌って歩こうこの醜くも美しい世界で,0
Mr.Children,いつでも微笑みを,狭い路地に　黒いスーツの人達急な不幸がその家にあったという命は果てるもの　分かってはいるけど何もかも思い通りになったとしてもすぐ次の不満を探してしまうだろう決して満たされない　誰かが傷付いてもいつでも微笑みをそんな歌が昔あったような今こそ　その歌を僕達は歌うべきじゃないかなぁいつでも微笑みをそんな歌が昔あったような悲劇の真ん中じゃ　その歌は意味をなくしてしまうかなぁもし僕がこの世から巣立って逝っても君の中で僕は生き続けるだろうそう思えば何とか　やっていけそうだよそう　だからいつも　いつでも微笑(えみ)を　いつでも微笑をいつでも微笑を,0
Mr.Children,いつの日にか二人で,今月になって　何度目だろう眠むれずにいる夜はあのひとの声　聞きたいのに話す事はない本当の気持ちが　恥ずかしくて騒いで気を引くだけもう一人の僕が言う“こんなはずじゃないだろう”あのひとから　見れば僕は年下の Dearest Friend誰かの言う　ダメな訳もうなずけるけれど気が付けば　いつも　どんな時もあのひとで　溢れてる心の中は　また曇り空いつの日にか　二人で…あのひとから　すれば僕は年下の Dearest Friend一度だけの　甘いKissも忘れたふりして映画の中の恋のように抱きしめ眠る夜をもう少しだけ　夢に見ていよういつの日にか　二人でいつの日にか　二人で,0
Mr.Children,innocent world,黄昏の街を背に　抱き合えたあの頃が　胸をかすめる軽はずみな言葉が　時に人を傷つけた　そして君は居ないよ窓に反射する(うつる)　哀れな自分(おとこ)が愛(いとお)しくもある　この頃ではAh　僕は僕のままで　ゆずれぬ夢を抱えてどこまでも歩き続けて行くよ　いいだろう？mr. myselfいつの日も　この胸に流れてる　メロディー軽やかに　緩やかに　心を伝うよ陽のあたる坂道を昇る　その前にまた何処かで　会えるといいな　イノセント ワールド近頃じゃ夕食の　話題でさえ仕事に　汚染(よご)されていて様々な角度から　物事を見ていたら　自分を見失ってた入り組んでいる　関係の中で　いつも帳尻　合わせるけどAh　君は君のままに　静かな暮らしの中で時には風に身を任せるのも　いいじゃないoh miss yourself物憂げな　6月の雨に　打たれて愛に満ちた　季節を想って　歌うよ知らぬ間に忘れてた　笑顔など見せて虹の彼方へ放つのさ　揺れる想いを変わり続ける　街の片隅で　夢の破片(かけら)が　生まれてくるOh　今にもそして僕はこのままで　微かな光を胸に明日も進んで行くつもりだよ　いいだろう？mr. myselfいつの日も　この胸に流れてる　メロディー切なくて　優しくて　心が痛いよ陽のあたる坂道を昇る　その前にまた何処かで　会えるといいなその時は笑って　虹の彼方へ放つのさ　イノセント ワールド果てしなく続く　イノセント ワールド,0
Mr.Children,祈り ?涙の軌道,悴(かじか)んだ君の手を握り締めると「このまま時間が止まれば...」って思う覗き込むような目が嘘を探してる馬鹿だな　何も出てきやしないと笑って答える遠い未来を夢見たり　憂いたり今日も頭の中で行ったり来たり触らないで　なるだけ手を加えぬように心の軌道を見届けたいさようなら　さようなら　さようなら夢に泥を塗りつける自分の醜さに無防備な夢想家だって　誰かが揶揄しても揺るがぬ想いを　願いを　持ち続けたい見慣れた場所が違う顔して見えるのも本当は僕の目線が変わってきたから「純粋」や「素直」って言葉に悪意を感じてしまうのはきっと僕に　もう邪気があるんだね忘れようとして　でも思い起こしたりいくつになっても皆　似たり寄ったり失くしたくないものが　ひとつまたひとつ心の軌道に色を添えて迷ったら　その胸の河口から聞こえてくる流れに耳を澄ませばいいざわめいた　きらめいた　透き通る流れに笹舟のような　祈りを 浮かべればいい君が泣いて笑ってその度心を揺らすもっと強くありたいって想いで胸は震えている忘れないで　君に宿った光いつまでも消えぬように　見守りたいさようなら　さようなら　さようなら憧れを踏みつける自分の弱さに悲しみが　寂しさが　時々こぼれても涙の軌道は綺麗な川に変わるそこに笹舟のような　祈りを 浮かべればいい,0
Mr.Children,イミテーションの木,導火線の火がシュって音を立てて砂浜を這うその細く強い光一瞬、静寂がふっと夜を包んで浮かび上がる　あの娘の横顔風に乗って響いてく音　火薬の匂い打ち上げられた花火に夢を重ね見上げていた深く沈めた記憶向こう岸に捨てた憧れ青臭い恋のうた時間は残酷もう魔法は解けてしまった過去ばかりが綺麗に見える現在(いま)がまた散らかっていくリニューアルしたビルの中イミテーションの木が茂るその永遠の緑をボーっと見ていた世界中に起こってる悲劇と比べたら僕の抱えたモヤモヤなど戯言だってよく知っているイミテーションの木の下を少年が飛び跳ねているそれを見た誰かの顔がほころぶ情熱も夢も持たない張りぼての命だとしてもこんなふうに誰かをそっと癒せるなら導火線が今シュって音を立てて胸に点るこの確かな強い光無機質なそのビルの中イミテーションの木は茂るなにかの役割を持ってそこにあるイミテーションのイミテーションの張りぼての命でも人を癒せるなら本物じゃなくても君を癒せるなら,0
Mr.Children,Image,どれくらい目をつぶっていたろう?君を思い浮かべながらその笑顔が　その全てが　僕だけの楽園楽しく生きて行くImageを膨らまして暮らそうよさぁ　目に写る　全てのことを　抱きしめながら静かにうねる海　カーテンを揺らす風何処までも続く青空　子供の笑い声君の手の温もり　死と再生を繰り返す命愛大切なものは　いつだって目の前に転がってるふんずけないように　蹴飛ばさないように歩いて行けるなら揺れ動く心の狭間で一筋の光に　手をかざすけど時代はいつでも急ぎ足で生きて行くことの意味は争い合う事に　いつかすり変わってく飛び込み台の上　僕等は否応無く背中を押され落ちてくんだ溺れそうな魂　水しぶきをあげて息絶え絶え水面をかくけれど楽しく生きてゆくImageを膨らまして暮らそうよこの目に写る　全てのことを　抱きしめながら,0
